sourceID_encoded,timediff,PTAB,BodyGroup_from_encoded,BodyGroup_to_encoded,text,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K
13,0.0,-302700,7,7,,,,,,,,,,,,,,,
10,0.0,-302700,7,7,"Measurement finished OK. (Protocol: 'AX OBL STIR', Sequence: '%SiemensSeq%\tse')",,,,,,,,,,,,,,
5,11.0,-302700,7,7,"YAxisUpPossible: 1, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",,,,,,,,,,,,,,
12,333.0,-302700,7,7,Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,,,,,,,,,,,,,,
8,394.0,-302700,7,7,A patient has been registered successfully (16fac465e0535c8ceccda1858df475be7cc50f6f).,,,,,,,,,,,,,,
4,605.0,800,7,7,Patient table has started moving. Absolute PTAB Position: 800,,,,,,,,,,,,,,
5,606.0,800,7,7,"YAxisUpPossible: 1, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",,,,,,,,,,,,,,
5,619.0,800,7,7,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
1,627.0,800,7,7,"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,2308,2307,131c,131d,0,0'. Connected coil elements: BC,FA,TO,SP1-8.)",,,,,,,,,,,,,,
4,654.0,-150,7,7,Patient table has started moving. Absolute PTAB Position: -150,,,,,,,,,,,,,,
5,655.0,-150,7,7,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
7,682.0,-150,7,7,Patient has been positioned,,,,,,,,,,,,,,
4,683.0,-950,7,7,Patient table has started moving. Absolute PTAB Position: -950,,,,,,,,,,,,,,
5,686.0,-950,7,7,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
4,686.0,-302050,7,7,Patient table has started moving. Absolute PTAB Position: -302050,,,,,,,,,,,,,,
5,687.0,-302050,7,7,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
4,689.0,-325600,7,7,Patient table has started moving. Absolute PTAB Position: -325600,,,,,,,,,,,,,,
5,690.0,-325600,7,7,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
4,691.0,-285450,7,7,Patient table has started moving. Absolute PTAB Position: -285450,,,,,,,,,,,,,,
5,692.0,-285450,7,7,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
4,692.0,-294850,7,7,Patient table has started moving. Absolute PTAB Position: -294850,,,,,,,,,,,,,,
7,693.0,-294850,7,7,Patient has been positioned,,,,,,,,,,,,,,
4,694.0,-295350,7,7,Patient table has started moving. Absolute PTAB Position: -295350,,,,,,,,,,,,,,
5,700.0,-295350,7,7,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
9,720.0,-295350,7,7,"Start prepare. (Protocol: '3 PLANE LOC', Sequence: '%SiemensSeq%\gre')",,,,,,,,,,,,,,
14,720.0,-295350,0,0,,,,,,,,,,,,,,,
14,720.0,-295350,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,720.0,-295350,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,720.0,-295350,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,720.0,-295350,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,720.0,-295350,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,720.0,-295350,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,720.0,-295350,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,720.0,-295350,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,720.0,-295350,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,720.0,-295350,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
