sourceID_encoded,timediff,PTAB,BodyGroup_from_encoded,BodyGroup_to_encoded,text,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K
13,0.0,-223750,3,1,,,,,,,,,,,,,,,
10,0.0,-223750,3,1,"Measurement finished OK. (Protocol: 'C+ AX GRE', Sequence: '%SiemensSeq%\gre')",,,,,,,,,,,,,,
4,40.0,-1131900,3,1,Patient table has started moving. Absolute PTAB Position: -1131900,,,,,,,,,,,,,,
5,47.0,-1131900,3,1,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
1,94.0,-1131900,3,1,"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,1315,1314,131c,131d,0,0'. Connected coil elements: BC,HE2,4,NE2,SP1-8.)",,,,,,,,,,,,,,
5,101.0,-1131900,3,1,"YAxisUpPossible: 1, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",,,,,,,,,,,,,,
1,114.0,-1131900,3,1,"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,13161315,1314,131c,131d,0,0'. Connected coil elements: BC,HE1-4,NE1,2,SP1-8.)",,,,,,,,,,,,,,
1,164.0,-1131900,3,1,"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,0,0,131c,131d,0,0'. Connected coil elements: BC,SP1-8.)",,,,,,,,,,,,,,
4,256.0,700,3,1,Patient table has started moving. Absolute PTAB Position: 700,,,,,,,,,,,,,,
5,257.0,700,3,1,"YAxisUpPossible: 1, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",,,,,,,,,,,,,,
1,270.0,700,3,1,"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,130f000000000000,0,0,0,0,131c,131d,0,0'. Connected coil elements: BC,BO1-3,SP1-8.)",,,,,,,,,,,,,,
5,270.0,700,3,1,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
4,270.0,-1850,3,1,Patient table has started moving. Absolute PTAB Position: -1850,,,,,,,,,,,,,,
5,271.0,-1850,3,1,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
4,420.0,350,3,1,Patient table has started moving. Absolute PTAB Position: 350,,,,,,,,,,,,,,
5,421.0,350,3,1,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
4,436.0,-3450,3,1,Patient table has started moving. Absolute PTAB Position: -3450,,,,,,,,,,,,,,
5,437.0,-3450,3,1,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
4,443.0,-27300,3,1,Patient table has started moving. Absolute PTAB Position: -27300,,,,,,,,,,,,,,
7,448.0,-27300,3,1,Patient has been positioned,,,,,,,,,,,,,,
5,449.0,-27300,3,1,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
4,453.0,-302750,3,1,Patient table has started moving. Absolute PTAB Position: -302750,,,,,,,,,,,,,,
5,456.0,-302750,3,1,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
4,456.0,-517300,3,1,Patient table has started moving. Absolute PTAB Position: -517300,,,,,,,,,,,,,,
5,458.00000000000006,-517300,3,1,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
7,459.00000000000006,-517300,3,1,Patient has been positioned,,,,,,,,,,,,,,
4,459.00000000000006,-557250,3,1,Patient table has started moving. Absolute PTAB Position: -557250,,,,,,,,,,,,,,
5,465.00000000000006,-557250,3,1,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
12,483.00000000000006,-557250,3,1,Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,,,,,,,,,,,,,,
8,514.0,-557250,3,1,A patient has been registered successfully (292ee5eb4e7c722853754581d3df6c0b4e4dc3ea).,,,,,,,,,,,,,,
9,543.0,-557250,3,1,"Start prepare. (Protocol: 'FB LOCALIZER', Sequence: '%SiemensSeq%\haste')",,,,,,,,,,,,,,
14,543.0,-557250,0,0,,,,,,,,,,,,,,,
14,543.0,-557250,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,543.0,-557250,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,543.0,-557250,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,543.0,-557250,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
