sourceID_encoded,timediff,PTAB,BodyGroup_from_encoded,BodyGroup_to_encoded,text,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K
13,0.0,-645350,1,5,,,,,,,,,,,,,,,
10,0.0,-645350,1,5,"Measurement finished OK. (Protocol: 'C+ AX VIBE POST 5 MIN', Sequence: '%SiemensSeq%\fl3d_vibe')",,,,,,,,,,,,,,
12,34.0,-645350,1,5,Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,,,,,,,,,,,,,,
8,62.00000000000001,-645350,1,5,A patient has been registered successfully (87b8d0a25e9ad6e35b9568ef3357b44d0a2d2a68).,,,,,,,,,,,,,,
4,80.0,-1669050,1,5,Patient table has started moving. Absolute PTAB Position: -1669050,,,,,,,,,,,,,,
5,90.0,-1669050,1,5,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
1,106.0,-1669050,1,5,"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,1315,1314,131c,131d,0,0'. Connected coil elements: BC,HE2,4,NE2,SP1-8.)",,,,,,,,,,,,,,
5,127.0,-1669050,1,5,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",,,,,,,,,,,,,,
5,133.0,-1669050,1,5,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",,,,,,,,,,,,,,
4,260.0,400,1,5,Patient table has started moving. Absolute PTAB Position: 400,,,,,,,,,,,,,,
5,261.0,400,1,5,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",,,,,,,,,,,,,,
5,270.0,400,1,5,"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
1,410.0,400,1,5,"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,130f000000000000,0,0,1315,1314,131c,131d,0,0'. Connected coil elements: BC,BO1-3,HE2,4,NE2,SP1-8.)",,,,,,,,,,,,,,
4,449.0,100,1,5,Patient table has started moving. Absolute PTAB Position: 100,,,,,,,,,,,,,,
5,458.00000000000006,100,1,5,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
4,458.00000000000006,-915600,1,5,Patient table has started moving. Absolute PTAB Position: -915600,,,,,,,,,,,,,,
5,461.00000000000006,-915600,1,5,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
4,463.00000000000006,-995750,1,5,Patient table has started moving. Absolute PTAB Position: -995750,,,,,,,,,,,,,,
5,464.00000000000006,-995750,1,5,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
7,465.00000000000006,-995750,1,5,Patient has been positioned,,,,,,,,,,,,,,
4,465.00000000000006,-1005550,1,5,Patient table has started moving. Absolute PTAB Position: -1005550,,,,,,,,,,,,,,
5,471.00000000000006,-1005550,1,5,"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",,,,,,,,,,,,,,
9,492.00000000000006,-1005550,1,5,"Start prepare. (Protocol: 'HIP LOCALIZER', Sequence: '%SiemensSeq%\gre')",,,,,,,,,,,,,,
14,492.00000000000006,-1005550,0,0,,,,,,,,,,,,,,,
14,492.00000000000006,-1005550,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,492.00000000000006,-1005550,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,492.00000000000006,-1005550,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,492.00000000000006,-1005550,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,492.00000000000006,-1005550,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,492.00000000000006,-1005550,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
